"Name","Total Time","Total Time (CPU)","Hits"
"        java.util.concurrent.locks.LockSupport.park ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         jdk.internal.misc.Unsafe.park[native] ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"MulticastDiscoveryAgent-listener:DiscoveryNetworkConnector:NC:BrokerService[Capital1675424542641]:Thread-22","131,697 ms (-0%)","131,697 ms (-0%)","1"
" java.lang.Thread.run ()","131,697 ms (-0%)","131,697 ms (-0%)","1"
"  org.apache.activemq.transport.discovery.multicast.MulticastDiscoveryAgent.run ()","131,697 ms (-0%)","131,697 ms (-0%)","1"
"   java.net.DatagramSocket.receive ()","131,697 ms (-0%)","131,697 ms (-0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"Notifier-MulticastDiscoveryAgent-listener:DiscoveryNetworkConnector:NC:BrokerService[Capital1675424542641]","131,697 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"  java.util.concurrent.ThreadPoolExecutor$Worker.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"   java.util.concurrent.ThreadPoolExecutor.runWorker ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.getTask ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"     java.util.concurrent.LinkedBlockingQueue.take ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"      java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"       java.util.concurrent.locks.LockSupport.park ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"        jdk.internal.misc.Unsafe.park[native] ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"ActiveMQ NIO Worker 3","131,697 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"  java.util.concurrent.ThreadPoolExecutor$Worker.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"   java.util.concurrent.ThreadPoolExecutor.runWorker ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.getTask ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"     java.util.concurrent.SynchronousQueue.take ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"      java.util.concurrent.SynchronousQueue$TransferStack.transfer ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"       java.util.concurrent.SynchronousQueue$TransferStack.awaitFulfill ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.locks.LockSupport.park ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         jdk.internal.misc.Unsafe.park[native] ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"ActiveMQ NIO Worker 4","131,697 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"  java.util.concurrent.ThreadPoolExecutor$Worker.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"   java.util.concurrent.ThreadPoolExecutor.runWorker ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.getTask ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"     java.util.concurrent.SynchronousQueue.take ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"      java.util.concurrent.SynchronousQueue$TransferStack.transfer ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"       java.util.concurrent.SynchronousQueue$TransferStack.awaitFulfill ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.locks.LockSupport.park ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         jdk.internal.misc.Unsafe.park[native] ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"ActiveMQ NIO Worker 5","131,697 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"  java.util.concurrent.ThreadPoolExecutor$Worker.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"   java.util.concurrent.ThreadPoolExecutor.runWorker ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.getTask ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"     java.util.concurrent.SynchronousQueue.take ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"      java.util.concurrent.SynchronousQueue$TransferStack.transfer ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"       java.util.concurrent.SynchronousQueue$TransferStack.awaitFulfill ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.locks.LockSupport.park ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         jdk.internal.misc.Unsafe.park[native] ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"ActiveMQ NIO Worker 6","131,697 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"  java.util.concurrent.ThreadPoolExecutor$Worker.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"   java.util.concurrent.ThreadPoolExecutor.runWorker ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.getTask ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"     java.util.concurrent.SynchronousQueue.take ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"      java.util.concurrent.SynchronousQueue$TransferStack.transfer ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"       java.util.concurrent.SynchronousQueue$TransferStack.awaitFulfill ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.locks.LockSupport.park ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         jdk.internal.misc.Unsafe.park[native] ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"ActiveMQ NIO Worker 7","131,697 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"  java.util.concurrent.ThreadPoolExecutor$Worker.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"   java.util.concurrent.ThreadPoolExecutor.runWorker ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.getTask ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"     java.util.concurrent.SynchronousQueue.take ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"      java.util.concurrent.SynchronousQueue$TransferStack.transfer ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"       java.util.concurrent.SynchronousQueue$TransferStack.awaitFulfill ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.locks.LockSupport.park ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         jdk.internal.misc.Unsafe.park[native] ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"ActiveMQ InactivityMonitor Worker","131,697 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"  java.util.concurrent.ThreadPoolExecutor$Worker.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"   java.util.concurrent.ThreadPoolExecutor.runWorker ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.getTask ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"     java.util.concurrent.SynchronousQueue.poll ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"      java.util.concurrent.SynchronousQueue$TransferStack.transfer ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"       java.util.concurrent.SynchronousQueue$TransferStack.awaitFulfill ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.locks.LockSupport.parkNanos ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         jdk.internal.misc.Unsafe.park[native] ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"ActiveMQ NIO Worker 8","131,697 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"  java.util.concurrent.ThreadPoolExecutor$Worker.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"   java.util.concurrent.ThreadPoolExecutor.runWorker ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.getTask ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"     java.util.concurrent.SynchronousQueue.take ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"      java.util.concurrent.SynchronousQueue$TransferStack.transfer ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"       java.util.concurrent.SynchronousQueue$TransferStack.awaitFulfill ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.locks.LockSupport.park ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         jdk.internal.misc.Unsafe.park[native] ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"ActiveMQ NIO Worker 9","131,697 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"  java.util.concurrent.ThreadPoolExecutor$Worker.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"   java.util.concurrent.ThreadPoolExecutor.runWorker ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.getTask ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"     java.util.concurrent.SynchronousQueue.take ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"      java.util.concurrent.SynchronousQueue$TransferStack.transfer ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"       java.util.concurrent.SynchronousQueue$TransferStack.awaitFulfill ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.locks.LockSupport.park ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         jdk.internal.misc.Unsafe.park[native] ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"ActiveMQ BrokerService[Capital1675424542641] Task-6","131,697 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"  java.util.concurrent.ThreadPoolExecutor$Worker.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"   java.util.concurrent.ThreadPoolExecutor.runWorker ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.getTask ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"     java.util.concurrent.SynchronousQueue.poll ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"      java.util.concurrent.SynchronousQueue$TransferStack.transfer ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"       java.util.concurrent.SynchronousQueue$TransferStack.awaitFulfill ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.locks.LockSupport.parkNanos ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         jdk.internal.misc.Unsafe.park[native] ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"pool-12-thread-1","131,697 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"  java.util.concurrent.ThreadPoolExecutor$Worker.run ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"   java.util.concurrent.ThreadPoolExecutor.runWorker ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.getTask ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"     java.util.concurrent.LinkedBlockingQueue.take ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"      java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"       java.util.concurrent.locks.LockSupport.park ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"        jdk.internal.misc.Unsafe.park[native] ()","131,697 ms (-0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"QuantumRenderer-0","131,459 ms (-0%)","0.0 ms (0%)","4"
" java.lang.Thread.run ()","131,459 ms (-0%)","0.0 ms (0%)","4"
"  com.sun.javafx.tk.quantum.QuantumRenderer$PipelineRunnable.run ()","131,459 ms (-0%)","0.0 ms (0%)","4"
"   java.util.concurrent.ThreadPoolExecutor$Worker.run ()","131,459 ms (-0%)","0.0 ms (0%)","4"
"    java.util.concurrent.ThreadPoolExecutor.runWorker ()","131,459 ms (-0%)","0.0 ms (0%)","4"
"     java.util.concurrent.ThreadPoolExecutor.getTask ()","131,459 ms (-0%)","0.0 ms (0%)","4"
"      java.util.concurrent.LinkedBlockingQueue.take ()","131,459 ms (-0%)","0.0 ms (0%)","4"
"       java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await ()","131,459 ms (-0%)","0.0 ms (0%)","4"
"        java.util.concurrent.locks.LockSupport.park ()","131,459 ms (-0%)","0.0 ms (0%)","4"
"         jdk.internal.misc.Unsafe.park[native] ()","131,459 ms (-0%)","0.0 ms (0%)","4"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","4"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","4"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","4"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","4"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","4"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","4"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","4"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","4"
"AWT-EventQueue-0","130,297 ms (-0%)","82,889 ms (-0%)","14"
" java.awt.EventDispatchThread.run ()","130,297 ms (-0%)","82,889 ms (-0%)","14"
"  java.awt.EventDispatchThread.pumpEvents ()","130,297 ms (-0%)","82,889 ms (-0%)","14"
"   java.awt.EventDispatchThread.pumpEvents ()","130,297 ms (-0%)","82,889 ms (-0%)","14"
"    java.awt.EventDispatchThread.pumpEventsForHierarchy ()","130,297 ms (-0%)","82,889 ms (-0%)","14"
"     java.awt.EventDispatchThread.pumpEventsForFilter ()","130,297 ms (-0%)","82,889 ms (-0%)","14"
"      java.awt.EventDispatchThread.pumpOneEventForFilters ()","130,297 ms (-0%)","82,889 ms (-0%)","14"
"       java.awt.EventQueue.dispatchEvent ()","104,080 ms (-0%)","82,889 ms (-0%)","35"
"        java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege ()","104,080 ms (-0%)","82,889 ms (-0%)","47"
"         java.security.AccessController.doPrivileged[native] ()","104,080 ms (-0%)","82,889 ms (-0%)","47"
"          java.awt.EventQueue$5.run ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"           java.awt.EventQueue$5.run ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"            java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"             java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"              java.security.AccessController.doPrivileged[native] ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"               java.awt.EventQueue$4.run ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"                java.awt.EventQueue$4.run ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"                 java.awt.EventQueue.dispatchEventImpl ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"                  java.awt.Component.dispatchEvent ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"                   java.awt.Window.dispatchEventImpl ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"                    java.awt.Container.dispatchEventImpl ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"                     java.awt.LightweightDispatcher.dispatchEvent ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"                      java.awt.LightweightDispatcher.processMouseEvent ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"                       java.awt.LightweightDispatcher.retargetMouseEvent ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"                        java.awt.Component.dispatchEvent ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"                         java.awt.Container.dispatchEventImpl ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"                          java.awt.Component.dispatchEventImpl ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"                           java.awt.Container.processEvent ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"                            java.awt.Component.processEvent ()","99,194 ms (-0%)","78,003 ms (-0%)","24"
"                             javax.swing.JComponent.processMouseEvent ()","97,094 ms (-0%)","75,903 ms (-0%)","5"
"                              java.awt.Component.processMouseEvent ()","97,094 ms (-0%)","75,903 ms (-0%)","5"
"                               java.awt.AWTEventMulticaster.mouseReleased ()","96,996 ms (-0%)","75,805 ms (-0%)","4"
"                                chs.caf.caplet.helpers.AbstractActionMgr.mouseReleased ()","76,498 ms (-0%)","73,999 ms (-0%)","1"
"                                 chs.caf.caplet.helpers.AbstractActionMgr.forwardEvent ()","76,498 ms (-0%)","73,999 ms (-0%)","1"
"                                  chs.caf.caplet.helpers.EventDistributorHelper.mouseReleased ()","76,498 ms (-0%)","73,999 ms (-0%)","1"
"                                   java.util.ArrayList.forEach ()","76,498 ms (-0%)","73,999 ms (-0%)","1"
"                                    chs.caf.caplet.helpers.EventDistributorHelper$$Lambda$2218.0x0000000802250840.accept ()","76,498 ms (-0%)","73,999 ms (-0%)","1"
"                                     chs.caf.caplet.helpers.EventDistributorHelper.lambda$mouseReleased$8 ()","76,498 ms (-0%)","73,999 ms (-0%)","1"
"                                      chs.caplets.logic.actions.AbstractAddDeviceFromLibraryPartAction.mouseReleased ()","76,498 ms (-0%)","73,999 ms (-0%)","1"
"                                       chs.caplets.logic.actions.AddParameterizedDeviceFromLibraryPartAction.mouseReleased ()","76,498 ms (-0%)","73,999 ms (-0%)","1"
"                                        chs.caplets.logic.actions.AbstractPinActionHelper.mouseReleased ()","76,498 ms (-0%)","73,999 ms (-0%)","1"
"                                         chs.caplets.logic.actions.AbstractPinActionHelper.terminateActiveAction ()","76,498 ms (-0%)","73,999 ms (-0%)","1"
"                                          chs.caf.caplet.helpers.AbstractActionMgr.terminateActiveAction ()","76,498 ms (-0%)","73,999 ms (-0%)","1"
"                                           chs.caf.caplet.helpers.AbstractActionMgr.terminateActiveAction ()","76,498 ms (-0%)","73,999 ms (-0%)","1"
"                                            chs.caf.caplet.helpers.AbstractActionMgr.terminateAction ()","76,498 ms (-0%)","73,999 ms (-0%)","1"
"                                             chs.caf.caplet.helpers.ControllerActionRT.terminate ()","76,498 ms (-0%)","73,999 ms (-0%)","1"
"                                              chs.caf.caplet.helpers.ControllerActionRT.doTerminate ()","76,498 ms (-0%)","73,999 ms (-0%)","1"
"                                               chs.caf.caplet.helpers.ControllerActionRT.processUndoableEdit ()","76,398 ms (-0%)","73,999 ms (-0%)","1"
"                                                chs.caplets.logic.actions.AbstractAddDeviceFromLibraryPartAction.onTerminate ()","74,898 ms (-0%)","72,499 ms (-0%)","1"
"                                                 chs.caplets.logic.actions.CreateParameterizedObjectAction.onTerminate ()","74,898 ms (-0%)","72,499 ms (-0%)","1"
"                                                  chs.caplets.logic.actions.AddParameterizedDeviceFromLibraryPartAction.postActionChanges ()","74,898 ms (-0%)","72,499 ms (-0%)","1"
"                                                   chs.caplets.logic.actions.AddPinActionHelper.addPins ()","37,497 ms (-0%)","37,397 ms (-0%)","1"
"                                                    chs.caplets.logic.actions.AddPinActionHelper.addPins ()","37,497 ms (-0%)","37,397 ms (-0%)","1"
"                                                     chs.caplets.logic.actions.AddPinActionHelper.createPinOnly ()","19,198 ms (-0%)","19,097 ms (-0%)","1"
"                                                      chs.caplets.logic.actions.PinListAddPinHelper.addPinOnly ()","19,198 ms (-0%)","19,097 ms (-0%)","1"
"                                                       chs.caplets.logic.actions.PinListAddPinHelper.createPin ()","18,396 ms (-0%)","18,295 ms (-0%)","8"
"                                                        chs.cofUtils.parameterized.AddPinHelper.createPin ()","18,295 ms (-0%)","18,295 ms (-0%)","8"
"                                                         chs.cofUtils.parameterized.AddPinHelper.createPin ()","18,295 ms (-0%)","18,295 ms (-0%)","8"
"                                                          chs.cofUtils.parameterized.AddPinHelper.doCreatePin ()","18,295 ms (-0%)","18,295 ms (-0%)","8"
"                                                           chs.cof.logical.schem.CAFPinList.addObject ()","17,795 ms (-0%)","17,795 ms (-0%)","12"
"                                                            chs.cof.logical.schem.PinList.addObject ()","17,795 ms (-0%)","17,795 ms (-0%)","12"
"                                                             chs.cof.logical.schem.PinList.insertObject ()","17,795 ms (-0%)","17,795 ms (-0%)","12"
"                                                              chs.cof.logical.schem.PinList.regenerateDiagramObject ()","17,795 ms (-0%)","17,795 ms (-0%)","12"
"                                                               chs.cof.logical.schem.PinList.regenerateDiagramObject ()","17,795 ms (-0%)","17,795 ms (-0%)","12"
"                                                                chs.cof.logical.schem.PinList.refreshStyle ()","17,795 ms (-0%)","17,795 ms (-0%)","12"
"                                                                 chs.utility.preferences.styler.AbstractStyler.refreshStyle ()","17,795 ms (-0%)","17,795 ms (-0%)","12"
"                                                                  chs.utility.preferences.styler.AbstractStyler.refreshDecorationStyle ()","17,795 ms (-0%)","17,795 ms (-0%)","12"
"                                                                   chs.cof.logical.styler.PinListStyler.refreshDecorations ()","17,594 ms (-0%)","17,594 ms (-0%)","14"
"                                                                    chs.cof.logical.styler.PinListStyler.refreshDecorations ()","17,594 ms (-0%)","17,594 ms (-0%)","14"
"                                                                     chs.utility.preferences.styler.AbstractStyler.refreshDecorations ()","17,594 ms (-0%)","17,594 ms (-0%)","14"
"                                                                      chs.common.styles.PinListDecorationStyle.refreshDecorations ()","17,594 ms (-0%)","17,594 ms (-0%)","14"
